sentence_index,chapter_number,sentence
825,3,"""It understood you just so far as you wanted to be understood, believed in you as you would like to believe in yourself, and assured you that it had precisely the impression of you that, at your best, you hoped to convey."""
826,3,"""Precisely at that point it vanished\u2014and I was looking at an elegant young roughneck, a year or two over thirty, whose elaborate formality of speech just missed being absurd."""
827,3,"""Some time before he introduced himself I\u2019d got a strong impression that he was picking his words with care."""
828,3,"""Almost at the moment when Mr. Gatsby identified himself a butler hurried toward him with the information that Chicago was calling him on the wire."""
829,3,"""He excused himself with a small bow that included each of us in turn."""
830,3,"""\u201cIf you want anything just ask for it, old sport,\u201d he urged me."""
831,3,"""\u201cExcuse me."""
832,3,"""I will rejoin you later.\u201d"""
833,3,"""When he was gone I turned immediately to Jordan\u2014constrained to assure her of my surprise."""
834,3,"""I had expected that Mr. Gatsby would be a florid and corpulent person in his middle years."""
835,3,"""\u201cWho is he?\u201d"""
836,3,"""I demanded."""
837,3,"""\u201cDo you know?\u201d"""
838,3,"""\u201cHe\u2019s just a man named Gatsby.\u201d"""
839,3,"""\u201cWhere is he from, I mean?"""
840,3,"""And what does he do?\u201d"""
841,3,"""\u201cNow you\u2019re started on the subject,\u201d she answered with a wan smile."""
842,3,"""\u201cWell, he told me once he was an Oxford man.\u201d"""
843,3,"""A dim background started to take shape behind him, but at her next remark it faded away."""
844,3,"""\u201cHowever, I don\u2019t believe it.\u201d"""
845,3,"""\u201cWhy not?\u201d"""
846,3,"""\u201cI don\u2019t know,\u201d she insisted, \u201cI just don\u2019t think he went there.\u201d"""
847,3,"""Something in her tone reminded me of the other girl\u2019s \u201cI think he killed a man,\u201d and had the effect of stimulating my curiosity."""
848,3,"""I would have accepted without question the information that Gatsby sprang from the swamps of Louisiana or from the lower East Side of New York."""
849,3,"""That was comprehensible."""
850,3,"""But young men didn\u2019t\u2014at least in my provincial inexperience I believed they didn\u2019t\u2014drift coolly out of nowhere and buy a palace on Long Island Sound."""
851,3,"""\u201cAnyhow, he gives large parties,\u201d said Jordan, changing the subject with an urban distaste for the concrete."""
852,3,"""\u201cAnd I like large parties."""
853,3,"""They\u2019re so intimate."""
854,3,"""At small parties there isn\u2019t any privacy.\u201d"""
855,3,"""There was the boom of a bass drum, and the voice of the orchestra leader rang out suddenly above the echolalia of the garden."""
856,3,"""\u201cLadies and gentlemen,\u201d he cried."""
857,3,"""\u201cAt the request of Mr. Gatsby we are going to play for you Mr. Vladmir Tostoff\u2019s latest work, which attracted so much attention at Carnegie Hall last May."""
858,3,"""If you read the papers you know there was a big sensation.\u201d"""
859,3,"""He smiled with jovial condescension, and added: \u201cSome sensation!\u201d"""
860,3,"""Whereupon everybody laughed."""
861,3,"""\u201cThe piece is known,\u201d he concluded lustily, \u201cas \u2018Vladmir Tostoff\u2019s Jazz History of the World!\u2019\u200a\u201d"""
862,3,"""The nature of Mr. Tostoff\u2019s composition eluded me, because just as it began my eyes fell on Gatsby, standing alone on the marble steps and looking from one group to another with approving eyes."""
863,3,"""His tanned skin was drawn attractively tight on his face and his short hair looked as though it were trimmed every day."""
864,3,"""I could see nothing sinister about him."""
865,3,"""I wondered if the fact that he was not drinking helped to set him off from his guests, for it seemed to me that he grew more correct as the fraternal hilarity increased."""
866,3,"""When the \u201cJazz History of the World\u201d was over, girls were putting their heads on men\u2019s shoulders in a puppyish, convivial way, girls were swooning backward playfully into men\u2019s arms, even into groups, knowing that someone would arrest their falls\u2014but no one swooned backward on Gatsby, and no French bob touched Gatsby\u2019s shoulder, and no singing quartets were formed with Gatsby\u2019s head for one link."""
867,3,"""\u201cI beg your pardon.\u201d"""
868,3,"""Gatsby\u2019s butler was suddenly standing beside us."""
869,3,"""\u201cMiss Baker?\u201d"""
870,3,"""he inquired."""
871,3,"""\u201cI beg your pardon, but Mr. Gatsby would like to speak to you alone.\u201d"""
872,3,"""\u201cWith me?\u201d"""
873,3,"""she exclaimed in surprise."""
874,3,"""\u201cYes, madame.\u201d"""
875,3,"""She got up slowly, raising her eyebrows at me in astonishment, and followed the butler toward the house."""
876,3,"""I noticed that she wore her evening-dress, all her dresses, like sports clothes\u2014there was a jauntiness about her movements as if she had first learned to walk upon golf courses on clean, crisp mornings."""
877,3,"""I was alone and it was almost two."""
878,3,"""For some time confused and intriguing sounds had issued from a long, many-windowed room which overhung the terrace."""
879,3,"""Eluding Jordan\u2019s undergraduate, who was now engaged in an obstetrical conversation with two chorus girls, and who implored me to join him"""
880,3,""", I went inside."""
881,3,"""The large room was full of people."""
882,3,"""One of the girls in yellow was playing the piano, and beside her stood a tall, red-haired young lady from a famous chorus, engaged in song."""
883,3,"""She had drunk a quantity of champagne, and during the course of her song she had decided, ineptly, that everything was very, very sad\u2014she was not only singing, she was weeping too."""
884,3,"""Whenever there was a pause in the song she filled it with gasping, broken sobs, and then took up the lyric again in a quavering soprano."""
885,3,"""The tears coursed down her cheeks\u2014not freely, however, for when they came into contact with her heavily beaded eyelashes they assumed an inky colour, and pursued the rest of their way in slow black rivulets."""
886,3,"""A humorous suggestion was made that she sing the notes on her face, whereupon she threw up her hands, sank into a chair, and went off into a deep vinous sleep."""
887,3,"""\u201cShe had a fight with a man who says he\u2019s her husband,\u201d explained a girl at my elbow."""
888,3,"""I looked around."""
889,3,"""Most of the remaining women were now having fights with men said to be their husbands."""
890,3,"""Even Jordan\u2019s party, the quartet from East Egg, were rent asunder by dissension."""
891,3,"""One of the men was talking with curious intensity to a young actress, and his wife, after attempting to laugh at the situation in a dignified and indifferent way, broke down entirely and resorted to flank attacks\u2014at intervals she appeared suddenly at his side like an angry diamond, and hissed: \u201cYou promised!\u201d"""
892,3,"""into his ear."""
893,3,"""The reluctance to go home was not confined to wayward men."""
894,3,"""The hall was at present occupied by two deplorably sober men and their highly indignant wives."""
895,3,"""The wives were sympathizing with each other in slightly raised voices."""
896,3,"""\u201cWhenever he sees I\u2019m having a good time he wants to go home.\u201d"""
897,3,"""\u201cNever heard anything so selfish in my life.\u201d"""
898,3,"""\u201cWe\u2019re always the first ones to leave.\u201d"""
899,3,"""\u201cSo are we.\u201d"""
900,3,"""\u201cWell, we\u2019re almost the last tonight,\u201d said one of the men sheepishly."""
901,3,"""\u201cThe orchestra left half an hour ago.\u201d"""
902,3,"""In spite of the wives\u2019 agreement that such malevolence was beyond credibility, the dispute ended in a short struggle, and both wives were lifted, kicking, into the night."""
903,3,"""As I waited for my hat in the hall the door of the library opened and Jordan Baker and Gatsby came out together."""
904,3,"""He was saying some last word to her, but the eagerness in his manner tightened abruptly into formality as several people approached him to say goodbye."""
905,3,"""Jordan\u2019s party were calling impatiently to her from the porch, but she lingered for a moment to shake hands."""
906,3,"""\u201cI\u2019ve just heard the most amazing thing,\u201d she whispered."""
907,3,"""\u201cHow long were we in there?\u201d"""
908,3,"""\u201cWhy, about an hour.\u201d"""
909,3,"""\u201cIt was \u2026 simply amazing,\u201d she repeated abstractedly."""
910,3,"""\u201cBut I swore I wouldn\u2019t tell it and here I am tantalizing you.\u201d"""
911,3,"""She yawned gracefully in my face."""
912,3,"""\u201cPlease come and see me \u2026 Phone book \u2026 Under the name of Mrs. Sigourney Howard \u2026"""
913,3,"""My aunt \u2026\u201d She was hurrying off as she talked\u2014her brown hand waved a jaunty salute as she melted into her party at the door."""
914,3,"""Rather ashamed that on my first appearance I had stayed so late, I joined the last of Gatsby\u2019s guests, who were clustered around him."""
915,3,"""I wanted to explain that I\u2019d hunted for him early in the evening and to apologize for not having known him in the garden."""
916,3,"""\u201cDon\u2019t mention it,\u201d he enjoined me eagerly."""
917,3,"""\u201cDon\u2019t give it another thought, old sport.\u201d"""
918,3,"""The familiar expression held no more familiarity than the hand which reassuringly brushed my shoulder."""
919,3,"""\u201cAnd don\u2019t forget we\u2019re going up in the hydroplane tomorrow morning, at nine o\u2019clock.\u201d"""
920,3,"""Then the butler, behind his shoulder: \u201cPhiladelphia wants you on the phone, sir.\u201d"""
921,3,"""\u201cAll right, in a minute."""
922,3,"""Tell them I\u2019ll be right there \u2026 Good night.\u201d"""
923,3,"""\u201cGood night.\u201d"""
924,3,"""\u201cGood night.\u201d"""
925,3,"""He smiled\u2014and suddenly there seemed to be a pleasant significance in having been among the last to go, as if he had desired it all the time."""
926,3,"""\u201cGood night, old sport \u2026 Good night.\u201d"""
927,3,"""But as I walked down the steps I saw that the evening was not quite over."""
928,3,"""Fifty feet from the door a dozen headlights illuminated a bizarre and tumultuous scene."""
929,3,"""In the ditch beside the road, right side up, but violently shorn of one wheel, rested a new coup\u00e9 which had left Gatsby\u2019s drive not two minutes before."""
